person_id,zone_id,entry_time,exit_time,dwell_s,gender,age_range,visit_date,hour_of_day
P_00002,Z_N9,2025-03-10 09:38:47,2025-03-10 09:44:39,352,F,middle_aged,2025-03-10,9
P_00019,Z_S5,2025-03-10 09:43:52,2025-03-10 09:44:39,47,M,young_adult,2025-03-10,9
P_00017,Z_C2,2025-03-10 09:44:19,2025-03-10 09:44:48,29,M,middle_aged,2025-03-10,9
P_00012,Z_C2,2025-03-10 09:44:39,2025-03-10 09:45:00,21,F,adult,2025-03-10,9
P_00008,Z_N2,2025-03-10 09:44:26,2025-03-10 09:45:02,36,M,young_adult,2025-03-10,9
P_00010,Z_CK,2025-03-10 09:42:29,2025-03-10 09:45:04,155,F,teenager,2025-03-10,9
P_00009,Z_N2,2025-03-10 09:42:25,2025-03-10 09:45:04,159,M,young_adult,2025-03-10,9
P_00019,Z_C2,2025-03-10 09:44:50,2025-03-10 09:45:06,16,M,young_adult,2025-03-10,9
P_00016,Z_S4,2025-03-10 09:41:33,2025-03-10 09:45:22,229,F,middle_aged,2025-03-10,9
P_00018,Z_N3,2025-03-10 09:42:56,2025-03-10 09:45:35,159,F,young_adult,2025-03-10,9
P_00017,Z_C1,2025-03-10 09:45:20,2025-03-10 09:45:41,21,M,middle_aged,2025-03-10,9
P_00010,Z_E2,2025-03-10 09:45:29,2025-03-10 09:45:42,13,F,teenager,2025-03-10,9
P_00012,Z_C3,2025-03-10 09:45:33,2025-03-10 09:45:49,16,F,adult,2025-03-10,9
P_00016,Z_C2,2025-03-10 09:45:38,2025-03-10 09:45:49,11,F,middle_aged,2025-03-10,9
P_00019,Z_C3,2025-03-10 09:45:36,2025-03-10 09:46:08,32,M,young_adult,2025-03-10,9
P_00003,Z_N6,2025-03-10 09:43:08,2025-03-10 09:46:13,185,F,teenager,2025-03-10,9
P_00004,Z_N1,2025-03-10 09:43:43,2025-03-10 09:46:20,157,M,adult,2025-03-10,9
P_00016,Z_C3,2025-03-10 09:46:16,2025-03-10 09:46:27,11,F,middle_aged,2025-03-10,9
P_00011,Z_N9,2025-03-10 09:43:55,2025-03-10 09:46:38,163,M,middle_aged,2025-03-10,9
P_00002,Z_N4,2025-03-10 09:45:12,2025-03-10 09:46:47,215,F,middle_aged,2025-03-10,9
P_00018,Z_N9,2025-03-10 09:45:48,2025-03-10 09:46:49,61,F,young_adult,2025-03-10,9
P_00004,Z_C2,2025-03-10 09:46:38,2025-03-10 09:47:03,25,M,adult,2025-03-10,9
P_00006,Z_N7,2025-03-10 09:44:22,2025-03-10 09:47:03,161,M,young_adult,2025-03-10,9
P_00003,Z_N4,2025-03-10 09:46:23,2025-03-10 09:47:22,59,F,teenager,2025-03-10,9
P_00011,Z_C2,2025-03-10 09:47:02,2025-03-10 09:47:28,26,M,middle_aged,2025-03-10,9
P_00008,Z_N9,2025-03-10 09:45:17,2025-03-10 09:47:33,136,M,young_adult,2025-03-10,9
P_00006,Z_C2,2025-03-10 09:47:26,2025-03-10 09:47:41,15,M,young_adult,2025-03-10,9
P_00018,Z_C2,2025-03-10 09:47:21,2025-03-10 09:47:42,21,F,young_adult,2025-03-10,9
P_00004,Z_C1,2025-03-10 09:47:30,2025-03-10 09:47:47,17,M,adult,2025-03-10,9
P_00020,Z_E1,2025-03-10 09:47:42,2025-03-10 09:47:52,0,M,child,2025-03-10,9
P_00001,Z_S2,2025-03-10 09:43:37,2025-03-10 09:47:56,259,M,adult,2025-03-10,9
P_00011,Z_C1,2025-03-10 09:47:42,2025-03-10 09:48:05,23,M,middle_aged,2025-03-10,9
P_00003,Z_C2,2025-03-10 09:47:55,2025-03-10 09:48:22,27,F,teenager,2025-03-10,9
P_00008,Z_C1,2025-03-10 09:48:10,2025-03-10 09:48:23,13,M,young_adult,2025-03-10,9
P_00018,Z_C1,2025-03-10 09:48:08,2025-03-10 09:48:24,16,F,young_adult,2025-03-10,9
P_00009,Z_N3,2025-03-10 09:45:26,2025-03-10 09:48:24,178,M,young_adult,2025-03-10,9
P_00020,Z_C1,2025-03-10 09:48:03,2025-03-10 09:48:33,30,M,child,2025-03-10,9
P_00001,Z_C2,2025-03-10 09:48:17,2025-03-10 09:48:39,22,M,adult,2025-03-10,9
P_00005,Z_N1,2025-03-10 09:44:09,2025-03-10 09:49:00,291,F,senior,2025-03-10,9
P_00003,Z_C1,2025-03-10 09:48:52,2025-03-10 09:49:02,0,F,teenager,2025-03-10,9
P_00020,Z_C2,2025-03-10 09:48:53,2025-03-10 09:49:15,22,M,child,2025-03-10,9
P_00019,Z_N6,2025-03-10 09:46:42,2025-03-10 09:49:26,164,M,young_adult,2025-03-10,9
P_00001,Z_C3,2025-03-10 09:49:11,2025-03-10 09:49:29,18,M,adult,2025-03-10,9
P_00007,Z_CK,2025-03-10 09:44:32,2025-03-10 09:49:30,298,F,adult,2025-03-10,9
P_00012,Z_N1,2025-03-10 09:45:58,2025-03-10 09:49:31,213,F,adult,2025-03-10,9
P_00006,Z_N4,2025-03-10 09:48:01,2025-03-10 09:49:42,101,M,young_adult,2025-03-10,9
P_00020,Z_C3,2025-03-10 09:49:33,2025-03-10 09:49:43,0,M,child,2025-03-10,9
P_00004,Z_CK,2025-03-10 09:48:21,2025-03-10 09:49:45,84,M,adult,2025-03-10,9
P_00012,Z_E1,2025-03-10 09:49:48,2025-03-10 09:49:54,0,F,adult,2025-03-10,9
P_00019,Z_C1,2025-03-10 09:49:35,2025-03-10 09:49:59,24,M,young_adult,2025-03-10,9
P_00007,Z_C2,2025-03-10 09:49:43,2025-03-10 09:50:10,27,F,adult,2025-03-10,9
P_00016,Z_N4,2025-03-10 09:46:37,2025-03-10 09:50:12,0,F,middle_aged,2025-03-10,9
P_00004,Z_E1,2025-03-10 09:49:58,2025-03-10 09:50:15,17,M,adult,2025-03-10,9
P_00006,Z_C2,2025-03-10 09:49:51,2025-03-10 09:50:17,26,M,young_adult,2025-03-10,9
P_00006,Z_C2,2025-03-10 09:50:24,2025-03-10 09:50:34,0,M,young_adult,2025-03-10,9
P_00007,Z_C1,2025-03-10 09:50:24,2025-03-10 09:50:35,11,F,adult,2025-03-10,9
P_00006,Z_C1,2025-03-10 09:50:47,2025-03-10 09:50:59,12,M,young_adult,2025-03-10,9
P_00019,Z_C3,2025-03-10 09:50:48,2025-03-10 09:51:02,14,M,young_adult,2025-03-10,9
P_00012,Z_E2,2025-03-10 09:51:08,2025-03-10 09:51:16,0,F,adult,2025-03-10,9
P_00018,Z_CK,2025-03-10 09:48:41,2025-03-10 09:51:47,186,F,young_adult,2025-03-10,9
P_00012,Z_C1,2025-03-10 09:51:28,2025-03-10 09:51:54,26,F,adult,2025-03-10,9
P_00011,Z_S4,2025-03-10 09:48:22,2025-03-10 09:52:01,219,M,middle_aged,2025-03-10,9
P_00009,Z_CK,2025-03-10 09:48:55,2025-03-10 09:52:08,193,M,young_adult,2025-03-10,9
P_00017,Z_S7,2025-03-10 09:45:58,2025-03-10 09:52:10,372,M,middle_aged,2025-03-10,9
P_00021,Z_E1,2025-03-10 09:52:09,2025-03-10 09:52:15,0,M,teenager,2025-03-10,9
P_00003,Z_S7,2025-03-10 09:49:21,2025-03-10 09:52:28,187,F,teenager,2025-03-10,9
P_00018,Z_E1,2025-03-10 09:52:21,2025-03-10 09:52:30,0,F,young_adult,2025-03-10,9
P_00006,Z_S2,2025-03-10 09:51:21,2025-03-10 09:52:37,76,M,young_adult,2025-03-10,9
P_00021,Z_C1,2025-03-10 09:52:25,2025-03-10 09:52:40,15,M,teenager,2025-03-10,9
P_00020,Z_N8,2025-03-10 09:50:00,2025-03-10 09:52:41,161,M,child,2025-03-10,9
P_00017,Z_C2,2025-03-10 09:52:33,2025-03-10 09:52:49,16,M,middle_aged,2025-03-10,9
P_00006,Z_E1,2025-03-10 09:52:38,2025-03-10 09:52:51,13,M,young_adult,2025-03-10,9
P_00018,Z_E2,2025-03-10 09:52:45,2025-03-10 09:52:54,0,F,young_adult,2025-03-10,9
P_00003,Z_C2,2025-03-10 09:52:53,2025-03-10 09:53:03,0,F,teenager,2025-03-10,9
P_00002,Z_N3,2025-03-10 09:47:08,2025-03-10 09:53:06,358,F,middle_aged,2025-03-10,9
P_00008,Z_N1,2025-03-10 09:48:40,2025-03-10 09:53:07,267,M,young_adult,2025-03-10,9
P_00018,Z_C1,2025-03-10 09:53:21,2025-03-10 09:53:32,11,F,young_adult,2025-03-10,9
P_00016,Z_N9,2025-03-10 09:50:34,2025-03-10 09:53:34,180,F,middle_aged,2025-03-10,9
P_00019,Z_N5,2025-03-10 09:51:26,2025-03-10 09:53:35,129,M,young_adult,2025-03-10,9
P_00006,Z_C2,2025-03-10 09:53:04,2025-03-10 09:53:36,32,M,young_adult,2025-03-10,9
P_00007,Z_S6,2025-03-10 09:50:48,2025-03-10 09:53:41,173,F,adult,2025-03-10,9
P_00021,Z_C2,2025-03-10 09:53:13,2025-03-10 09:53:42,29,M,teenager,2025-03-10,9
P_00017,Z_C3,2025-03-10 09:53:20,2025-03-10 09:53:46,26,M,middle_aged,2025-03-10,9
P_00005,Z_N8,2025-03-10 09:49:17,2025-03-10 09:53:50,273,F,senior,2025-03-10,9
P_00003,Z_C1,2025-03-10 09:53:19,2025-03-10 09:53:51,32,F,teenager,2025-03-10,9
P_00006,Z_C2,2025-03-10 09:53:45,2025-03-10 09:53:53,0,M,young_adult,2025-03-10,9
P_00001,Z_N3,2025-03-10 09:49:42,2025-03-10 09:53:54,252,M,adult,2025-03-10,9
P_00002,Z_C2,2025-03-10 09:53:24,2025-03-10 09:53:55,31,F,middle_aged,2025-03-10,9
P_00018,Z_C2,2025-03-10 09:53:53,2025-03-10 09:54:07,14,F,young_adult,2025-03-10,9
P_00007,Z_C2,2025-03-10 09:53:54,2025-03-10 09:54:28,34,F,adult,2025-03-10,9
P_00006,Z_C1,2025-03-10 09:54:10,2025-03-10 09:54:33,17,M,young_adult,2025-03-10,9
P_00009,Z_C1,2025-03-10 09:54:16,2025-03-10 09:54:36,0,M,young_adult,2025-03-10,9
P_00021,Z_C3,2025-03-10 09:54:12,2025-03-10 09:54:36,24,M,teenager,2025-03-10,9
P_00002,Z_C3,2025-03-10 09:54:20,2025-03-10 09:54:46,26,F,middle_aged,2025-03-10,9
P_00018,Z_C3,2025-03-10 09:54:25,2025-03-10 09:54:47,22,F,young_adult,2025-03-10,9
P_00007,Z_C1,2025-03-10 09:54:41,2025-03-10 09:55:02,21,F,adult,2025-03-10,9
P_00020,Z_N9,2025-03-10 09:53:01,2025-03-10 09:55:48,167,M,child,2025-03-10,9
P_00019,Z_E1,2025-03-10 09:55:44,2025-03-10 09:56:00,16,M,young_adult,2025-03-10,9
P_00012,Z_S7,2025-03-10 09:52:06,2025-03-10 09:56:01,235,F,adult,2025-03-10,9
P_00005,Z_N3,2025-03-10 09:54:19,2025-03-10 09:56:05,106,F,senior,2025-03-10,9
P_00020,Z_C2,2025-03-10 09:56:00,2025-03-10 09:56:14,14,M,child,2025-03-10,9
P_00005,Z_C3,2025-03-10 09:56:16,2025-03-10 09:56:27,11,F,senior,2025-03-10,9
P_00019,Z_C1,2025-03-10 09:56:22,2025-03-10 09:56:36,14,M,young_adult,2025-03-10,9
P_00008,Z_N10,2025-03-10 09:53:35,2025-03-10 09:56:47,192,M,young_adult,2025-03-10,9
P_00005,Z_E1,2025-03-10 09:56:42,2025-03-10 09:56:52,0,F,senior,2025-03-10,9
P_00020,Z_C1,2025-03-10 09:56:29,2025-03-10 09:56:54,25,M,child,2025-03-10,9
P_00001,Z_N7,2025-03-10 09:54:04,2025-03-10 09:57:04,180,M,adult,2025-03-10,9
P_00009,Z_CK,2025-03-10 09:54:56,2025-03-10 09:57:23,147,M,young_adult,2025-03-10,9
P_00021,Z_N4,2025-03-10 09:54:45,2025-03-10 09:57:26,161,M,teenager,2025-03-10,9
P_00008,Z_C2,2025-03-10 09:57:05,2025-03-10 09:57:27,11,M,young_adult,2025-03-10,9
P_00019,Z_C2,2025-03-10 09:57:16,2025-03-10 09:57:30,0,M,young_adult,2025-03-10,9
P_00006,Z_S3,2025-03-10 09:54:46,2025-03-10 09:57:32,166,M,young_adult,2025-03-10,9
P_00001,Z_C2,2025-03-10 09:57:26,2025-03-10 09:57:51,25,M,adult,2025-03-10,9
P_00006,Z_E2,2025-03-10 09:57:41,2025-03-10 09:57:52,11,M,young_adult,2025-03-10,9
P_00002,Z_N10,2025-03-10 09:55:20,2025-03-10 09:58:00,160,F,middle_aged,2025-03-10,9
P_00020,Z_S5,2025-03-10 09:57:20,2025-03-10 09:58:05,45,M,child,2025-03-10,9
P_00009,Z_C1,2025-03-10 09:57:50,2025-03-10 09:58:08,18,M,young_adult,2025-03-10,9
P_00011,Z_S4,2025-03-10 09:52:22,2025-03-10 09:58:09,347,M,middle_aged,2025-03-10,9
P_00006,Z_C3,2025-03-10 09:57:57,2025-03-10 09:58:12,15,M,young_adult,2025-03-10,9
P_00017,Z_N1,2025-03-10 09:54:05,2025-03-10 09:58:15,250,M,middle_aged,2025-03-10,9
P_00022,Z_E1,2025-03-10 09:58:02,2025-03-10 09:58:15,13,M,senior,2025-03-10,9
P_00008,Z_C2,2025-03-10 09:57:48,2025-03-10 09:58:16,28,M,young_adult,2025-03-10,9
P_00007,Z_CK,2025-03-10 09:55:25,2025-03-10 09:58:19,174,F,adult,2025-03-10,9
P_00016,Z_N5,2025-03-10 09:53:48,2025-03-10 09:58:37,289,F,middle_aged,2025-03-10,9
P_00002,Z_C2,2025-03-10 09:58:22,2025-03-10 09:58:39,17,F,middle_aged,2025-03-10,9
P_00022,Z_C1,2025-03-10 09:58:26,2025-03-10 09:58:48,22,M,senior,2025-03-10,9
P_00020,Z_C2,2025-03-10 09:58:23,2025-03-10 09:58:50,27,M,child,2025-03-10,9
P_00001,Z_C1,2025-03-10 09:58:18,2025-03-10 09:58:51,33,M,adult,2025-03-10,9
P_00007,Z_E2,2025-03-10 09:58:41,2025-03-10 09:58:58,17,F,adult,2025-03-10,9
P_00003,Z_CK,2025-03-10 09:54:09,2025-03-10 09:58:58,289,F,teenager,2025-03-10,9
P_00012,Z_S5,2025-03-10 09:56:13,2025-03-10 09:59:05,172,F,adult,2025-03-10,9
P_00009,Z_C3,2025-03-10 09:58:44,2025-03-10 09:59:09,25,M,young_adult,2025-03-10,9
P_00017,Z_C2,2025-03-10 09:58:41,2025-03-10 09:59:10,29,M,middle_aged,2025-03-10,9
P_00002,Z_C2,2025-03-10 09:58:59,2025-03-10 09:59:21,22,F,middle_aged,2025-03-10,9
P_00016,Z_C1,2025-03-10 09:59:05,2025-03-10 09:59:23,18,F,middle_aged,2025-03-10,9
P_00018,Z_N7,2025-03-10 09:55:02,2025-03-10 09:59:26,264,F,young_adult,2025-03-10,9
P_00007,Z_C2,2025-03-10 09:59:23,2025-03-10 09:59:32,0,F,adult,2025-03-10,9
P_00003,Z_E2,2025-03-10 09:59:23,2025-03-10 09:59:34,11,F,teenager,2025-03-10,9
P_00022,Z_C2,2025-03-10 09:59:09,2025-03-10 09:59:40,31,M,senior,2025-03-10,9
P_00002,Z_C1,2025-03-10 09:59:31,2025-03-10 09:59:42,11,F,middle_aged,2025-03-10,9
P_00021,Z_N9,2025-03-10 09:57:41,2025-03-10 09:59:43,122,M,teenager,2025-03-10,9
P_00017,Z_C3,2025-03-10 09:59:20,2025-03-10 09:59:45,25,M,middle_aged,2025-03-10,9
P_00020,Z_C1,2025-03-10 09:59:20,2025-03-10 09:59:47,27,M,child,2025-03-10,9
P_00008,Z_S5,2025-03-10 09:58:40,2025-03-10 09:59:52,72,M,young_adult,2025-03-10,9
P_00001,Z_CK,2025-03-10 09:59:03,2025-03-10 10:00:00,57,M,adult,2025-03-10,9
P_00018,Z_C2,2025-03-10 09:59:42,2025-03-10 10:00:11,29,F,young_adult,2025-03-10,9
P_00011,Z_N10,2025-03-10 09:58:35,2025-03-10 10:00:17,102,M,middle_aged,2025-03-10,9
P_00006,Z_N7,2025-03-10 09:58:25,2025-03-10 10:00:20,115,M,young_adult,2025-03-10,9
P_00022,Z_C3,2025-03-10 09:59:52,2025-03-10 10:00:26,34,M,senior,2025-03-10,9
P_00009,Z_N1,2025-03-10 09:59:17,2025-03-10 10:00:29,72,M,young_adult,2025-03-10,9
P_00021,Z_C3,2025-03-10 09:59:56,2025-03-10 10:00:29,33,M,teenager,2025-03-10,9
P_00007,Z_C3,2025-03-10 09:59:59,2025-03-10 10:00:30,31,F,adult,2025-03-10,9
P_00001,Z_E1,2025-03-10 10:00:26,2025-03-10 10:00:38,12,M,adult,2025-03-10,10
P_00008,Z_C2,2025-03-10 10:00:07,2025-03-10 10:00:40,33,M,young_adult,2025-03-10,10
P_00011,Z_C2,2025-03-10 10:00:49,2025-03-10 10:01:03,14,M,middle_aged,2025-03-10,10
P_00018,Z_C1,2025-03-10 10:00:30,2025-03-10 10:01:03,33,F,young_adult,2025-03-10,10
P_00021,Z_E1,2025-03-10 10:01:03,2025-03-10 10:01:16,13,M,teenager,2025-03-10,10
P_00020,Z_CK,2025-03-10 10:00:06,2025-03-10 10:01:37,91,M,child,2025-03-10,10
P_00009,Z_C1,2025-03-10 10:01:15,2025-03-10 10:01:38,23,M,young_adult,2025-03-10,10
P_00016,Z_S5,2025-03-10 09:59:57,2025-03-10 10:01:54,117,F,middle_aged,2025-03-10,9
P_00012,Z_E1,2025-03-10 10:01:39,2025-03-10 10:01:57,18,F,adult,2025-03-10,10
P_00011,Z_C1,2025-03-10 10:01:33,2025-03-10 10:02:07,34,M,middle_aged,2025-03-10,10
P_00008,Z_N3,2025-03-10 10:00:49,2025-03-10 10:02:14,85,M,young_adult,2025-03-10,10
P_00020,Z_E2,2025-03-10 10:02:05,2025-03-10 10:02:23,18,M,child,2025-03-10,10
P_00021,Z_E2,2025-03-10 10:02:11,2025-03-10 10:02:29,18,M,teenager,2025-03-10,10
P_00012,Z_C1,2025-03-10 10:02:25,2025-03-10 10:02:37,12,F,adult,2025-03-10,10
P_00016,Z_C2,2025-03-10 10:02:25,2025-03-10 10:02:37,12,F,middle_aged,2025-03-10,10
P_00006,Z_N9,2025-03-10 10:00:46,2025-03-10 10:03:01,135,M,young_adult,2025-03-10,10
P_00021,Z_C1,2025-03-10 10:02:44,2025-03-10 10:03:01,17,M,teenager,2025-03-10,10
P_00008,Z_C2,2025-03-10 10:02:40,2025-03-10 10:03:06,26,M,young_adult,2025-03-10,10
P_00003,Z_E1,2025-03-10 10:02:59,2025-03-10 10:03:09,0,F,teenager,2025-03-10,10
P_00016,Z_C3,2025-03-10 10:02:56,2025-03-10 10:03:26,30,F,middle_aged,2025-03-10,10
P_00012,Z_C2,2025-03-10 10:03:09,2025-03-10 10:03:27,18,F,adult,2025-03-10,10
P_00011,Z_S5,2025-03-10 10:02:32,2025-03-10 10:03:28,56,M,middle_aged,2025-03-10,10
P_00021,Z_C2,2025-03-10 10:03:13,2025-03-10 10:03:39,26,M,teenager,2025-03-10,10
P_00003,Z_C1,2025-03-10 10:03:26,2025-03-10 10:03:49,23,F,teenager,2025-03-10,10
P_00008,Z_C1,2025-03-10 10:03:36,2025-03-10 10:03:50,14,M,young_adult,2025-03-10,10
P_00006,Z_C2,2025-03-10 10:03:32,2025-03-10 10:03:54,22,M,young_adult,2025-03-10,10
P_00012,Z_C3,2025-03-10 10:03:42,2025-03-10 10:04:10,28,F,adult,2025-03-10,10
P_00003,Z_E2,2025-03-10 10:04:03,2025-03-10 10:04:12,0,F,teenager,2025-03-10,10
P_00002,Z_CK,2025-03-10 09:59:48,2025-03-10 10:04:16,268,F,middle_aged,2025-03-10,9
P_00023,Z_C2,2025-03-10 10:04:09,2025-03-10 10:04:23,14,F,teenager,2025-03-10,10
P_00024,Z_E2,2025-03-10 10:04:14,2025-03-10 10:04:30,16,M,senior,2025-03-10,10
P_00017,Z_N3,2025-03-10 10:00:07,2025-03-10 10:04:31,264,M,middle_aged,2025-03-10,10
P_00008,Z_C1,2025-03-10 10:04:15,2025-03-10 10:04:38,23,M,young_adult,2025-03-10,10
P_00021,Z_C3,2025-03-10 10:04:11,2025-03-10 10:04:41,30,M,teenager,2025-03-10,10
P_00018,Z_S2,2025-03-10 10:01:30,2025-03-10 10:04:42,192,F,young_adult,2025-03-10,10
P_00002,Z_E1,2025-03-10 10:04:29,2025-03-10 10:04:46,17,F,middle_aged,2025-03-10,10
P_00023,Z_C3,2025-03-10 10:04:43,2025-03-10 10:04:58,15,F,teenager,2025-03-10,10
P_00022,Z_N5,2025-03-10 10:00:59,2025-03-10 10:04:59,240,M,senior,2025-03-10,10
P_00024,Z_C1,2025-03-10 10:04:45,2025-03-10 10:05:04,19,M,senior,2025-03-10,10
P_00003,Z_C1,2025-03-10 10:04:36,2025-03-10 10:05:07,31,F,teenager,2025-03-10,10
P_00018,Z_C2,2025-03-10 10:04:56,2025-03-10 10:05:15,19,F,young_adult,2025-03-10,10
P_00007,Z_N3,2025-03-10 10:01:02,2025-03-10 10:05:16,254,F,adult,2025-03-10,10
P_00017,Z_C2,2025-03-10 10:05:03,2025-03-10 10:05:32,29,M,middle_aged,2025-03-10,10
P_00018,Z_C3,2025-03-10 10:05:34,2025-03-10 10:05:54,20,F,young_adult,2025-03-10,10
P_00017,Z_C1,2025-03-10 10:06:04,2025-03-10 10:06:20,16,M,middle_aged,2025-03-10,10
P_00012,Z_N5,2025-03-10 10:04:43,2025-03-10 10:06:54,131,F,adult,2025-03-10,10
P_00006,Z_CK,2025-03-10 10:04:12,2025-03-10 10:06:59,189,M,young_adult,2025-03-10,10
P_00009,Z_CK,2025-03-10 10:02:12,2025-03-10 10:07:21,287,M,young_adult,2025-03-10,10
P_00024,Z_N1,2025-03-10 10:05:33,2025-03-10 10:07:32,119,M,senior,2025-03-10,10
P_00006,Z_E2,2025-03-10 10:07:22,2025-03-10 10:07:40,18,M,young_adult,2025-03-10,10
P_00003,Z_S1,2025-03-10 10:05:16,2025-03-10 10:07:51,155,F,teenager,2025-03-10,10
P_00006,Z_E2,2025-03-10 10:07:48,2025-03-10 10:08:04,16,M,young_adult,2025-03-10,10
P_00011,Z_S3,2025-03-10 10:03:41,2025-03-10 10:08:24,283,M,middle_aged,2025-03-10,10
P_00003,Z_C2,2025-03-10 10:08:11,2025-03-10 10:08:30,19,F,teenager,2025-03-10,10
P_00016,Z_N8,2025-03-10 10:03:52,2025-03-10 10:08:34,282,F,middle_aged,2025-03-10,10
P_00007,Z_N10,2025-03-10 10:05:45,2025-03-10 10:08:42,177,F,adult,2025-03-10,10
P_00021,Z_N10,2025-03-10 10:05:03,2025-03-10 10:08:49,226,M,teenager,2025-03-10,10
P_00008,Z_S1,2025-03-10 10:04:53,2025-03-10 10:09:02,249,M,young_adult,2025-03-10,10
P_00002,Z_E2,2025-03-10 10:08:57,2025-03-10 10:09:14,17,F,middle_aged,2025-03-10,10
P_00003,Z_C3,2025-03-10 10:08:53,2025-03-10 10:09:18,25,F,teenager,2025-03-10,10
P_00024,Z_N10,2025-03-10 10:07:46,2025-03-10 10:09:21,95,M,senior,2025-03-10,10
P_00011,Z_C2,2025-03-10 10:08:59,2025-03-10 10:09:25,26,M,middle_aged,2025-03-10,10
P_00017,Z_CK,2025-03-10 10:06:35,2025-03-10 10:09:36,181,M,middle_aged,2025-03-10,10
P_00007,Z_C2,2025-03-10 10:09:07,2025-03-10 10:09:37,30,F,adult,2025-03-10,10
P_00021,Z_C2,2025-03-10 10:09:17,2025-03-10 10:09:38,21,M,teenager,2025-03-10,10
P_00006,Z_C2,2025-03-10 10:09:13,2025-03-10 10:09:47,34,M,young_adult,2025-03-10,10
P_00018,Z_N3,2025-03-10 10:06:29,2025-03-10 10:09:52,203,F,young_adult,2025-03-10,10
P_00012,Z_N9,2025-03-10 10:07:09,2025-03-10 10:09:53,164,F,adult,2025-03-10,10
P_00017,Z_E1,2025-03-10 10:09:59,2025-03-10 10:10:07,0,M,middle_aged,2025-03-10,10
P_00023,Z_N7,2025-03-10 10:05:33,2025-03-10 10:10:20,287,F,teenager,2025-03-10,10
P_00007,Z_C3,2025-03-10 10:10:04,2025-03-10 10:10:31,27,F,adult,2025-03-10,10
P_00011,Z_C1,2025-03-10 10:09:59,2025-03-10 10:10:32,33,M,middle_aged,2025-03-10,10
P_00021,Z_C1,2025-03-10 10:10:12,2025-03-10 10:10:34,22,M,teenager,2025-03-10,10
P_00012,Z_C1,2025-03-10 10:10:08,2025-03-10 10:10:35,27,F,adult,2025-03-10,10
P_00006,Z_C1,2025-03-10 10:10:10,2025-03-10 10:10:43,33,M,young_adult,2025-03-10,10
P_00011,Z_E1,2025-03-10 10:10:39,2025-03-10 10:10:47,0,M,middle_aged,2025-03-10,10
P_00025,Z_E1,2025-03-10 10:10:36,2025-03-10 10:10:47,11,F,senior,2025-03-10,10
P_00023,Z_C3,2025-03-10 10:10:29,2025-03-10 10:10:47,18,F,teenager,2025-03-10,10
P_00003,Z_N5,2025-03-10 10:09:44,2025-03-10 10:10:49,65,F,teenager,2025-03-10,10
P_00022,Z_S3,2025-03-10 10:05:33,2025-03-10 10:11:07,334,M,senior,2025-03-10,10
P_00011,Z_C1,2025-03-10 10:11:09,2025-03-10 10:11:26,17,M,middle_aged,2025-03-10,10
P_00025,Z_C1,2025-03-10 10:11:05,2025-03-10 10:11:33,28,F,senior,2025-03-10,10
P_00022,Z_C2,2025-03-10 10:11:18,2025-03-10 10:11:37,19,M,senior,2025-03-10,10
P_00011,Z_C2,2025-03-10 10:11:50,2025-03-10 10:12:11,21,M,middle_aged,2025-03-10,10
P_00022,Z_C3,2025-03-10 10:12:11,2025-03-10 10:12:24,13,M,senior,2025-03-10,10
P_00011,Z_C3,2025-03-10 10:12:19,2025-03-10 10:12:34,15,M,middle_aged,2025-03-10,10
P_00025,Z_S7,2025-03-10 10:11:42,2025-03-10 10:12:39,57,F,senior,2025-03-10,10
P_00023,Z_N2,2025-03-10 10:11:22,2025-03-10 10:12:43,81,F,teenager,2025-03-10,10
P_00025,Z_C2,2025-03-10 10:12:52,2025-03-10 10:13:14,22,F,senior,2025-03-10,10
P_00023,Z_C2,2025-03-10 10:12:58,2025-03-10 10:13:19,21,F,teenager,2025-03-10,10
P_00026,Z_E2,2025-03-10 10:13:08,2025-03-10 10:13:24,16,M,adult,2025-03-10,10
P_00027,Z_E1,2025-03-10 10:13:26,2025-03-10 10:13:40,14,F,adult,2025-03-10,10
P_00023,Z_C1,2025-03-10 10:13:31,2025-03-10 10:13:49,18,F,teenager,2025-03-10,10
P_00003,Z_N5,2025-03-10 10:11:16,2025-03-10 10:13:54,158,F,teenager,2025-03-10,10
P_00025,Z_C3,2025-03-10 10:13:23,2025-03-10 10:13:55,32,F,senior,2025-03-10,10
P_00026,Z_C1,2025-03-10 10:13:54,2025-03-10 10:14:20,26,M,adult,2025-03-10,10
P_00027,Z_C1,2025-03-10 10:14:13,2025-03-10 10:14:22,0,F,adult,2025-03-10,10
P_00012,Z_S6,2025-03-10 10:10:48,2025-03-10 10:14:35,227,F,adult,2025-03-10,10
P_00021,Z_S4,2025-03-10 10:11:05,2025-03-10 10:14:42,217,M,teenager,2025-03-10,10
P_00026,Z_C2,2025-03-10 10:14:35,2025-03-10 10:14:50,15,M,adult,2025-03-10,10
P_00024,Z_N6,2025-03-10 10:09:53,2025-03-10 10:14:50,297,M,senior,2025-03-10,10
P_00017,Z_CK,2025-03-10 10:10:40,2025-03-10 10:14:54,254,M,middle_aged,2025-03-10,10
P_00027,Z_C2,2025-03-10 10:14:46,2025-03-10 10:14:55,0,F,adult,2025-03-10,10
P_00018,Z_N4,2025-03-10 10:10:05,2025-03-10 10:14:55,290,F,young_adult,2025-03-10,10
